order_id,order_date,customer_id,product_category,price,quantity,order_value,payment_method,city,state,customer_age
1451,2024-04-17,1563,Grocery,377,0,5655.00,cash,,,46.0
1452,2024-01-16,2603,Grocery,33,333,10921.67,paypal,Denver,CO,71.0
1453,2024-01-19,2224,Fashion,323,0,4199.00,debit_card,Denver,CO,40.0
1454,2024-03-31,2758,Grocery,28,0,420.00,debit_card,Los Angeles,CA,49.0
1455,2024-07-28,1603,Electronics,4944,0,24720.00,paypal,San Francisco,CA,50.0
1456,2024-01-24,1945,Grocery,220,62,13632.70,credit_card,Boston,MA,64.0
1457,2024-12-26,1243,Home,728,0,2184.00,credit_card,Phoenix,AZ,39.0
1458,2024-06-15,2942,Electronics,1674,0,26784.00,paypal,Houston,TX,35.0
1459,2024-04-06,2023,Beauty,737,0,8844.00,paypal,San Francisco,CA,40.0
1460,2024-07-07,2106,Fashion,1127,0,2254.00,credit_card,San Francisco,CA,32.0
1461,2024-10-16,1827,Fashion,1080,0,16200.00,credit_card,Denver,CO,30.0
1462,2024-04-24,1541,Beauty,352,41,14341.46,debit_card,Phoenix,AZ,69.0
1463,2024-01-18,2896,Fashion,323,0,2584.00,paypal,Los Angeles,CA,39.0
1464,2024-01-19,1977,Beauty,451,0,5863.00,credit_card,San Francisco,CA,35.0
1465,2024-11-07,2349,Home,1056,13,13792.73,paypal,Houston,TX,69.0
1466,2024-02-10,1074,Electronics,1258,8,10316.95,credit_card,Boston,MA,67.0
1467,2024-08-20,1551,Fashion,323,0,2261.00,credit_card,Seattle,WA,33.0
1468,2024-05-20,2608,Toys,756,0,7560.00,debit_card,Seattle,WA,37.0
1469,2024-10-11,1175,Home,2089,6,12481.73,credit_card,Los Angeles,CA,69.0
1470,2024-01-23,1202,Home,302,0,1510.00,paypal,Los Angeles,CA,35.0
1471,2024-11-24,2619,Beauty,198,53,10555.88,credit_card,Miami,FL,72.0
1472,2024-09-12,1617,Sports,809,15,12045.29,paypal,Los Angeles,CA,56.0
1473,2024-06-13,1547,Sports,901,0,4505.00,credit_card,Miami,FL,
1474,2024-03-16,2130,?,362,0,3620.00,paypal,Denver,CO,51.0
1475,2024-12-23,1389,Electronics,6614,0,66140.00,paypal,New York,NY,19.0
1476,2024-04-20,1085,Electronics,2054,7,14197.74,credit_card,Denver,CO,69.0
1477,2024-06-28,1008,Toys,467,0,3736.00,cash,Chicago,IL,53.0
1478,2024-05-24,1158,Electronics,5986,0,119720.00,credit_card,Chicago,IL,28.0
1479,2024-03-25,1317,Home,384,27,10205.80,credit_card,San Francisco,CA,70.0
1480,2024-06-01,2392,Grocery,457,0,914.00,paypal,Los Angeles,CA,36.0
1481,2024-02-25,1595,Fashion,157,0,1256.00,paypal,Miami,FL,41.0
1482,2024-01-01,1143,Beauty,213,53,11258.26,debit_card,Chicago,IL,58.0
1483,2024-04-16,1028,Fashion,130,0,1170.00,cash,New York,NY,35.0
1484,2024-02-11,1954,Grocery,178,0,3204.00,credit_card,Los Angeles,CA,18.0
1485,2024-05-31,2680,Beauty,342,0,6156.00,credit_card,Seattle,WA,38.0
1486,2024-11-11,1677,Sports,489,29,14132.85,credit_card,Los Angeles,CA,61.0
1487,2024-02-29,1127,Toys,282,0,3666.00,credit_card,Los Angeles,CA,44.0
1488,2024-01-01,1456,Fashion,786,15,12029.64,debit_card,San Francisco,CA,62.0
1489,2024-02-10,1998,Grocery,39,0,468.00,credit_card,Chicago,IL,22.0
1490,2024-07-04,1377,Fashion,503,0,5030.00,debit_card,New York,NY,34.0
1491,2024-04-10,2956,Beauty,428,1,513.00,credit_card,,,32.0
1492,2024-06-28,2526,Toys,73,0,438.00,credit_card,San Francisco,CA,22.0
1493,2024-01-11,1689,Toys,528,21,11176.78,paypal,Phoenix,AZ,58.0
1494,2024-05-01,2903,Fashion,457,0,1371.00,credit_card,Denver,CO,31.0
1495,2024-05-30,1650,Beauty,222,0,3108.00,debit_card,San Francisco,CA,
1496,2024-06-06,1280,Beauty,96,153,14747.50,paypal,Los Angeles,CA,80.0
1497,2024-07-20,2876,Beauty,768,0,3840.00,debit_card,Boston,MA,33.0
1498,2024-10-12,2919,Beauty,97,0,1649.00,paypal,Phoenix,AZ,30.0
1499,2024-06-20,1625,Home,147,73,10778.65,paypal,Seattle,WA,76.0
1500,2024-11-03,2189,Grocery,109,0,109.00,credit_card,Seattle,WA,40.0
1501,2024-07-12,1346,Beauty,176,0,1584.00,debit_card,Boston,MA,36.0
1502,2024-04-05,2283,Home,165,85,13943.40,credit_card,Los Angeles,CA,63.0
1503,2024-03-24,2380,Grocery,149,0,1788.00,credit_card,New York,NY,26.0
1504,2024-04-28,2419,Sports,124,0,2480.00,debit_card,Boston,MA,41.0
1505,2024-08-06,2137,Fashion,187,0,3179.00,debit_card,Denver,CO,30.0
1506,2024-03-29,2408,Home,347,31,10890.39,paypal,Seattle,WA,74.0
1507,2024-11-30,2110,Fashion,812,0,11368.00,debit_card,Chicago,IL,36.0
1508,2024-06-24,2639,Electronics,4132,0,16528.00,paypal,Chicago,IL,53.0
1509,2024-11-11,1359,Toys,738,0,8118.00,debit_card,Seattle,WA,50.0
1510,2024-09-07,1966,Toys,457,0,5941.00,credit_card,San Francisco,CA,49.0
1511,2024-05-02,1832,Toys,44,0,352.00,credit_card,Miami,FL,22.0
1512,2024-03-24,2066,Sports,835,0,5845.00,credit_card,Houston,TX,34.0
1513,2024-09-29,1284,Fashion,1386,11,14815.26,debit_card,Miami,FL,71.0
1514,2024-05-01,1647,?,656,0,8528.00,credit_card,Chicago,IL,52.0
1515,2024-03-31,2908,Grocery,142,98,13930.36,credit_card,Phoenix,AZ,73.0
1516,2024-12-06,1210,Electronics,566,0,10188.00,credit_card,Denver,CO,53.0
1517,2024-06-25,2270,Fashion,459,0,7344.00,debit_card,Miami,FL,38.0
1518,2024-01-18,2329,Grocery,459,0,3672.00,credit_card,Chicago,IL,39.0
1519,2024-06-30,1949,Grocery,32,361,11382.14,credit_card,Los Angeles,CA,66.0
1520,2024-06-17,1067,Grocery,459,0,7344.00,credit_card,New York,NY,32.0
1521,2024-11-12,1068,Home,1168,13,14918.70,credit_card,Phoenix,AZ,55.0
1522,2024-09-17,1551,Sports,433,24,10572.30,credit_card,Los Angeles,CA,76.0
1523,2024-03-11,1205,Electronics,570,25,14297.98,paypal,Denver,CO,71.0
1524,2024-02-25,1188,Grocery,332,0,1992.00,credit_card,Houston,TX,42.0
1525,2024-08-08,1320,Sports,883,0,14128.00,credit_card,New York,NY,35.0
1526,2024-01-18,1381,Home,405,33,13497.15,debit_card,Phoenix,AZ,57.0
1527,2024-04-26,2676,Electronics,586,19,10869.42,debit_card,Boston,MA,56.0
1528,2024-02-20,2277,Beauty,1257,10,12731.86,credit_card,Miami,FL,63.0
1529,2024-01-08,1060,Beauty,240,0,4320.00,credit_card,Denver,CO,22.0
1530,2024-12-02,2256,Grocery,299,0,3588.00,paypal,Houston,TX,52.0
1531,2024-02-02,1273,Grocery,200,0,2200.00,paypal,Seattle,WA,18.0
1532,2024-01-04,1842,Beauty,457,22,10059.62,credit_card,Seattle,WA,80.0
1533,2024-12-07,1076,Beauty,162,79,12865.64,debit_card,New York,NY,73.0
1534,2024-03-09,1180,Beauty,777,17,12911.20,credit_card,New York,NY,64.0
1535,2024-10-25,1265,Grocery,315,0,1575.00,credit_card,Boston,MA,36.0
1536,2024-01-12,1866,Sports,136,88,12042.63,credit_card,Houston,TX,65.0
1537,2024-02-26,1926,Beauty,379,0,4548.00,debit_card,Miami,FL,46.0
1538,2024-02-10,1705,Beauty,222,64,14122.80,credit_card,Denver,CO,58.0
1539,2024-09-15,2240,Electronics,641,0,10256.00,credit_card,Los Angeles,CA,32.0
1540,2024-08-14,2440,Toys,377,0,754.00,credit_card,Boston,MA,
1541,2024-06-23,2457,Fashion,145,101,14653.74,credit_card,Los Angeles,CA,73.0
1542,2024-03-29,2158,Electronics,1009,0,2018.00,credit_card,Boston,MA,29.0
1543,2024-02-02,2091,Home,292,0,2920.00,credit_card,Chicago,IL,42.0
1544,2024-07-27,1983,Electronics,983,0,9830.00,debit_card,Houston,TX,36.0
1545,2024-03-25,1475,Grocery,92,0,1748.00,credit_card,Phoenix,AZ,29.0
1546,2024-08-04,1973,Beauty,108,0,1188.00,credit_card,Phoenix,AZ,43.0
1547,2024-09-08,1020,Electronics,5160,2,12668.81,paypal,New York,NY,56.0
1548,2024-11-06,2932,Toys,453,0,8607.00,credit_card,,,21.0
1549,2024-06-29,1740,Toys,1283,0,20528.00,credit_card,New York,NY,30.0
1550,2024-01-02,2512,Sports,537,25,13369.77,paypal,San Francisco,CA,69.0
1551,2024-04-12,2913,Toys,197,0,1576.00,debit_card,Los Angeles,CA,34.0
1552,2024-11-08,1993,Grocery,399,0,5985.00,credit_card,Boston,MA,39.0
1553,2024-07-14,2723,Sports,385,28,10729.28,credit_card,Boston,MA,60.0
1554,2024-08-14,1958,Toys,265,57,14990.49,credit_card,Phoenix,AZ,65.0
1555,2024-06-16,1264,Sports,1086,13,14289.58,credit_card,Seattle,WA,78.0
1556,2024-02-29,1052,Fashion,159,0,3021.00,paypal,New York,NY,28.0
1557,2024-11-24,1271,Grocery,173,85,14745.14,debit_card,Denver,CO,65.0
1558,2024-10-09,2885,Fashion,682,20,13890.32,credit_card,Chicago,IL,63.0
1559,2024-12-30,1950,Beauty,674,0,10110.00,credit_card,Miami,FL,25.0
1560,2024-11-09,1638,Toys,622,19,11614.57,credit_card,New York,NY,73.0
1561,2024-04-16,1892,Toys,864,0,6912.00,credit_card,Boston,MA,37.0
1562,2024-04-03,1511,Beauty,224,0,1344.00,credit_card,Houston,TX,44.0
1563,2024-03-31,2741,Beauty,123,91,11108.41,credit_card,Phoenix,AZ,68.0
1564,2024-12-02,2998,Sports,3303,0,42939.00,paypal,New York,NY,51.0
1565,2024-07-22,1169,Toys,90,0,1440.00,debit_card,Los Angeles,CA,35.0
1566,2024-06-15,2437,Sports,195,0,195.00,paypal,Phoenix,AZ,38.0
1567,2024-12-20,1671,Fashion,672,19,12555.24,paypal,Boston,MA,64.0
1568,2024-08-08,1094,Beauty,896,0,5376.00,paypal,Seattle,WA,29.0
1569,2024-11-28,2844,Grocery,114,0,228.00,cash,Los Angeles,CA,47.0
1570,2024-12-26,1123,Toys,679,15,10413.00,credit_card,Seattle,WA,65.0
1571,2024-01-30,1411,Beauty,50,258,12759.90,credit_card,Los Angeles,CA,73.0
1572,2024-05-12,1051,Beauty,164,72,11849.60,credit_card,Seattle,WA,70.0
1573,2024-09-25,1942,Fashion,96,0,192.00,debit_card,Seattle,WA,40.0
1574,2024-10-24,2199,Electronics,2736,0,38304.00,debit_card,Los Angeles,CA,30.0
1575,2024-02-24,1641,Fashion,458,30,13639.67,credit_card,Los Angeles,CA,76.0
1576,2024-04-26,1143,Beauty,88,149,13128.46,paypal,Seattle,WA,55.0
1577,2024-07-19,1232,Beauty,369,0,369.00,paypal,Seattle,WA,43.0
1578,2024-10-19,2866,Sports,1428,8,11232.60,debit_card,Denver,CO,74.0
1579,2024-02-11,2611,Beauty,215,64,13667.21,credit_card,Phoenix,AZ,63.0
1580,2024-08-07,2873,Electronics,2313,0,13878.00,credit_card,Phoenix,AZ,48.0
1581,2024-04-18,2061,Toys,470,0,1410.00,credit_card,Phoenix,AZ,30.0
1582,2024-03-20,2092,Toys,459,0,2754.00,credit_card,San Francisco,CA,23.0
1583,2024-07-07,2571,Sports,254,0,4826.00,debit_card,Houston,TX,51.0
1584,2024-05-31,2233,Beauty,384,0,6528.00,credit_card,Houston,TX,25.0
1585,2024-08-20,1872,Sports,997,0,1994.00,credit_card,Houston,TX,37.0
1586,2024-04-26,1583,Sports,1249,9,11555.56,credit_card,Miami,FL,60.0
1587,2024-10-28,1971,Toys,392,0,4312.00,debit_card,Miami,FL,18.0
1588,2024-01-29,1127,Beauty,96,117,11242.96,credit_card,Phoenix,AZ,80.0
1589,2024-11-11,1384,Home,955,0,17190.00,cash,Los Angeles,CA,45.0
1590,2024-01-11,2474,Fashion,427,28,12092.77,credit_card,Miami,FL,72.0
1591,2024-09-26,2736,Fashion,458,0,1832.00,paypal,Los Angeles,CA,28.0
1592,2024-05-06,1203,Home,434,0,4340.00,credit_card,San Francisco,CA,47.0
1593,2024-05-20,1193,Fashion,246,44,10789.27,credit_card,Miami,FL,78.0
1594,2024-01-07,1171,Fashion,874,13,11625.80,cash,Phoenix,AZ,57.0
1595,2024-09-13,2583,Fashion,138,82,11299.24,debit_card,Los Angeles,CA,68.0
1596,2024-03-01,1622,Fashion,193,52,10108.65,debit_card,Boston,MA,61.0
1597,2024-08-29,1653,Sports,470,25,11504.38,debit_card,Miami,FL,64.0
1598,2024-09-22,1024,Toys,1114,0,3342.00,credit_card,San Francisco,CA,40.0
1599,2024-11-05,2945,Fashion,994,0,2982.00,paypal,Boston,MA,46.0
1600,2024-09-16,1868,Beauty,66,0,792.00,credit_card,Boston,MA,21.0
1601,2024-04-20,2594,Sports,1803,0,25242.00,paypal,New York,NY,34.0
1602,2024-09-27,2415,Beauty,719,0,11504.00,paypal,New York,NY,22.0
1603,2024-10-29,1283,Electronics,573,0,2865.00,paypal,Miami,FL,38.0
1604,2024-04-26,2602,Home,73,169,12334.17,debit_card,New York,NY,63.0
1605,2024-02-15,2100,Sports,576,0,10944.00,debit_card,San Francisco,CA,30.0
1606,2024-11-21,2208,Fashion,1049,0,13637.00,credit_card,San Francisco,CA,48.0
1607,2024-02-24,1400,Sports,2181,0,37077.00,credit_card,Seattle,WA,52.0
1608,2024-08-05,2693,Home,274,0,4932.00,paypal,Boston,MA,28.0
1609,2024-03-27,2863,Sports,2484,6,14148.69,debit_card,Phoenix,AZ,69.0
1610,2024-02-16,1813,Toys,51,212,10902.38,credit_card,Denver,CO,66.0
1611,2024-10-11,1184,Beauty,457,0,5941.00,paypal,New York,NY,29.0
1612,2024-02-22,2697,Home,394,0,5910.00,credit_card,Los Angeles,CA,20.0
1613,2024-09-02,2774,Fashion,1075,0,12900.00,paypal,Miami,FL,18.0
1614,2024-09-10,2012,Sports,1726,0,1726.00,paypal,Boston,MA,36.0
1615,2024-01-23,2158,Sports,1313,0,10504.00,credit_card,Los Angeles,CA,25.0
1616,2024-03-04,1446,Beauty,83,0,581.00,credit_card,San Francisco,CA,19.0
1617,2024-10-17,1134,Fashion,852,0,3408.00,debit_card,Phoenix,AZ,47.0
1618,2024-07-04,2888,Toys,459,0,8721.00,credit_card,San Francisco,CA,51.0
1619,2024-02-14,1965,Grocery,26,0,286.00,cash,Los Angeles,CA,19.0
1620,2024-12-28,1549,Fashion,82,142,11636.95,credit_card,Miami,FL,55.0
1621,2024-04-06,2386,Beauty,564,0,4512.00,credit_card,Los Angeles,CA,43.0
1622,2024-01-02,1052,Fashion,371,0,6307.00,credit_card,Chicago,IL,30.0
1623,2024-12-04,1159,Fashion,153,0,2907.00,paypal,Boston,MA,25.0
1624,2024-01-07,1485,Toys,259,39,10146.87,debit_card,Miami,FL,65.0
1625,2024-07-21,1901,Toys,409,0,3681.00,paypal,Los Angeles,CA,24.0
1626,2024-12-29,1733,Sports,572,0,1144.00,cash,Miami,FL,30.0
1627,2024-07-30,1374,Home,159,65,10375.54,debit_card,Denver,CO,62.0
1628,2024-08-01,1702,Electronics,6624,2,11780.57,credit_card,Houston,TX,57.0
1629,2024-05-22,1667,Grocery,218,57,12499.64,credit_card,Seattle,WA,80.0
1630,2024-02-16,2049,Grocery,75,0,825.00,paypal,Los Angeles,CA,20.0
1631,2024-07-28,2125,Grocery,77,0,924.00,credit_card,Seattle,WA,30.0
1632,2024-11-24,2766,Sports,814,17,13741.31,paypal,San Francisco,CA,59.0
1633,2024-02-03,2613,Grocery,40,0,40.00,paypal,Miami,FL,32.0
1634,2024-11-18,1584,Sports,796,0,4776.00,debit_card,Chicago,IL,42.0
1635,2024-05-31,2805,Electronics,506,0,7084.00,debit_card,Boston,MA,36.0
1636,2024-07-15,2041,Home,520,27,13815.90,paypal,Phoenix,AZ,68.0
1637,2024-03-01,1375,Home,216,68,14569.89,paypal,New York,NY,67.0
1638,2024-08-15,1680,Fashion,175,83,14538.98,debit_card,Miami,FL,68.0
1639,2024-03-07,2483,Grocery,365,0,1460.00,credit_card,Los Angeles,CA,49.0
1640,2024-04-09,2643,Fashion,448,0,5376.00,credit_card,Denver,CO,48.0
1641,2024-09-21,1748,Toys,365,0,5475.00,credit_card,Denver,CO,53.0
1642,2024-01-19,1315,Home,110,0,440.00,paypal,Miami,FL,22.0
1643,2024-06-12,1383,Toys,189,0,567.00,debit_card,Miami,FL,52.0
1644,2024-08-05,1207,Sports,883,0,15894.00,paypal,Houston,TX,35.0
1645,2024-02-18,2397,Home,642,16,10507.50,credit_card,New York,NY,77.0
1646,2024-04-17,2005,Sports,459,0,5049.00,paypal,New York,NY,29.0
1647,2024-05-05,1902,Electronics,1730,0,6920.00,credit_card,Phoenix,AZ,20.0
1648,2024-08-30,2343,Grocery,457,23,10560.26,debit_card,Houston,TX,78.0
1649,2024-12-23,2657,Toys,853,0,13648.00,credit_card,Denver,CO,27.0
1650,2024-11-02,2591,Grocery,58,0,290.00,paypal,Los Angeles,CA,50.0
1651,2024-03-10,1274,Grocery,16,0,112.00,debit_card,Los Angeles,CA,42.0
1652,2024-01-07,2179,Home,248,0,3968.00,credit_card,San Francisco,CA,34.0
1653,2024-01-19,2765,Toys,459,0,4590.00,credit_card,San Francisco,CA,48.0
1654,2024-08-06,2547,Electronics,2642,5,12483.96,credit_card,Houston,TX,64.0
1655,2024-02-27,1658,Grocery,460,0,1380.00,credit_card,New York,NY,25.0
1656,2024-03-25,1785,Beauty,459,28,12947.37,credit_card,New York,NY,59.0
1657,2024-11-06,2780,Toys,955,14,12989.45,credit_card,Seattle,WA,74.0
1658,2024-11-15,1065,Grocery,98,0,1078.00,credit_card,San Francisco,CA,36.0
1659,2024-11-03,2050,Beauty,504,25,12431.38,credit_card,Houston,TX,60.0
1660,2024-04-02,1232,Grocery,26,567,14906.00,debit_card,New York,NY,75.0
1661,2024-08-14,2789,Electronics,407,31,12544.78,credit_card,Houston,TX,76.0
1662,2024-08-11,1077,Electronics,4628,3,14676.55,credit_card,New York,NY,58.0
1663,2024-03-08,1046,Grocery,458,33,14940.96,paypal,Phoenix,AZ,77.0
1664,2024-07-21,1657,Home,597,20,12220.11,credit_card,Phoenix,AZ,66.0
1665,2024-07-11,1400,Fashion,175,0,2275.00,debit_card,Boston,MA,50.0
1666,2024-05-24,1990,Electronics,1589,0,22246.00,paypal,,,25.0
1667,2024-10-02,1599,Toys,122,87,10668.82,paypal,Phoenix,AZ,71.0
1668,2024-09-05,1712,Beauty,631,0,631.00,credit_card,Chicago,IL,36.0
1669,2024-07-13,2129,Beauty,2166,5,11629.59,credit_card,Phoenix,AZ,64.0
1670,2024-09-22,2121,Toys,450,26,11792.70,paypal,Denver,CO,58.0
1671,2024-10-06,2869,Toys,184,0,736.00,paypal,Boston,MA,40.0
1672,2024-07-26,1961,Sports,458,32,14441.64,credit_card,San Francisco,CA,66.0
1673,2024-04-07,2128,Sports,159,93,14808.49,debit_card,New York,NY,59.0
1674,2024-10-04,2355,Sports,2119,5,10848.27,paypal,Boston,MA,64.0
1675,2024-09-19,1348,Grocery,43,235,10100.37,paypal,San Francisco,CA,78.0
1676,2024-12-25,2333,Home,409,0,8180.00,credit_card,Miami,FL,35.0
1677,2024-02-24,2723,Sports,1032,14,14153.32,credit_card,Boston,MA,66.0
1678,2024-06-02,1636,Toys,1000,0,19000.00,credit_card,New York,NY,20.0
1679,2024-12-04,1356,Sports,526,0,9468.00,credit_card,Boston,MA,
1680,2024-07-07,1692,Electronics,1063,0,3189.00,debit_card,San Francisco,CA,27.0
1681,2024-12-10,1550,Fashion,453,0,3171.00,credit_card,Los Angeles,CA,31.0
1682,2024-01-05,2170,Toys,185,0,2405.00,credit_card,Phoenix,AZ,30.0
1683,2024-01-13,2727,Toys,193,66,12793.23,credit_card,Phoenix,AZ,70.0
1684,2024-10-18,2192,Beauty,340,0,1020.00,paypal,New York,NY,41.0
1685,2024-05-11,1251,Grocery,113,0,1582.00,paypal,Chicago,IL,42.0
1686,2024-07-09,1629,Toys,1683,0,33660.00,paypal,Houston,TX,40.0
1687,2024-06-05,2378,Toys,434,32,13755.86,paypal,Chicago,IL,57.0
1688,2024-05-29,1660,Fashion,1074,11,11658.36,paypal,Seattle,WA,75.0
1689,2024-12-09,2172,Fashion,181,59,10792.60,credit_card,New York,NY,60.0
1690,2024-02-04,2388,Beauty,372,0,3348.00,credit_card,New York,NY,24.0
1691,2024-10-09,1658,Sports,343,0,3087.00,paypal,Miami,FL,50.0
1692,2024-11-21,2294,Beauty,335,0,3685.00,debit_card,Los Angeles,CA,24.0
1693,2024-08-28,1796,Electronics,2543,0,22887.00,credit_card,Houston,TX,28.0
1694,2024-05-24,1270,Electronics,1525,0,27450.00,cash,Houston,TX,30.0
1695,2024-02-28,1744,Home,3771,3,11323.30,credit_card,Phoenix,AZ,61.0
1696,2024-09-06,1882,Home,1723,6,10242.40,paypal,Phoenix,AZ,73.0
1697,2024-06-20,1004,Toys,783,0,8613.00,debit_card,Chicago,IL,33.0
1698,2024-02-24,2785,Toys,563,21,11929.23,credit_card,New York,NY,77.0
1699,2024-05-11,2055,Sports,2503,0,47557.00,paypal,Phoenix,AZ,34.0
1700,2024-12-17,1072,Fashion,135,0,1485.00,paypal,Seattle,WA,37.0
1701,2024-04-07,2735,Toys,914,0,1828.00,debit_card,Boston,MA,25.0
1702,2024-03-06,2710,Electronics,663,0,6630.00,debit_card,,,20.0
1703,2024-09-06,1024,Sports,389,27,10496.13,credit_card,New York,NY,57.0
1704,2024-03-14,1326,Home,861,0,1722.00,credit_card,Seattle,WA,43.0
1705,2024-12-02,1727,Electronics,3931,0,78620.00,credit_card,Denver,CO,25.0
1706,2024-11-10,2014,Home,218,0,1308.00,credit_card,Los Angeles,CA,53.0
1707,2024-12-25,2451,Electronics,973,0,16541.00,credit_card,,,39.0
1708,2024-11-30,1848,Sports,663,0,11271.00,credit_card,Phoenix,AZ,42.0
1709,2024-03-30,2223,Sports,526,23,12318.86,credit_card,Seattle,WA,74.0
1710,2024-03-18,1020,Toys,605,0,3025.00,credit_card,Miami,FL,43.0
1711,2024-05-05,2317,Sports,9541,0,66787.00,credit_card,Chicago,IL,46.0
1712,2024-06-20,2830,Home,769,0,4614.00,credit_card,Miami,FL,
1713,2024-11-18,2052,Electronics,814,17,13996.12,paypal,Houston,TX,74.0
1714,2024-09-25,1909,Toys,108,95,10238.15,cash,New York,NY,64.0
1715,2024-08-23,1594,Grocery,75,0,1050.00,paypal,Denver,CO,49.0
1716,2024-11-17,2908,Home,259,0,2849.00,credit_card,Seattle,WA,37.0
1717,2024-08-24,1066,Home,799,0,14382.00,debit_card,Houston,TX,29.0
1718,2024-05-18,1573,Fashion,614,0,1842.00,credit_card,San Francisco,CA,25.0
1719,2024-05-31,1277,Home,379,38,14483.56,debit_card,Boston,MA,65.0
1720,2024-07-08,2732,Home,2690,4,10615.76,paypal,Los Angeles,CA,64.0
1721,2024-02-02,1965,Sports,339,0,4068.00,credit_card,Denver,CO,40.0
1722,2024-09-28,2844,Beauty,457,29,13279.90,paypal,Seattle,WA,77.0
1723,2024-08-26,2330,Toys,509,22,11202.68,debit_card,Los Angeles,CA,78.0
1724,2024-09-24,2113,Grocery,200,71,14224.59,credit_card,Phoenix,AZ,57.0
1725,2024-07-14,2034,Fashion,1188,0,15444.00,credit_card,Chicago,IL,34.0
1726,2024-10-13,1405,Sports,864,0,16416.00,paypal,San Francisco,CA,49.0
1727,2024-12-13,2124,Fashion,999,10,10051.76,credit_card,Los Angeles,CA,69.0
1728,2024-07-27,2370,Electronics,869,0,12166.00,credit_card,Phoenix,AZ,49.0
1729,2024-06-11,2930,Fashion,891,0,6237.00,credit_card,New York,NY,49.0
1730,2024-02-08,2097,Home,1134,0,11340.00,cash,Denver,CO,51.0
1731,2024-10-11,2877,Sports,2049,6,12106.94,credit_card,Houston,TX,71.0
1732,2024-11-26,2889,Home,145,0,2175.00,cash,Miami,FL,43.0
1733,2024-09-13,2045,Beauty,118,0,1062.00,debit_card,Houston,TX,29.0
1734,2024-11-12,1878,Beauty,472,0,6608.00,credit_card,Seattle,WA,50.0
1735,2024-11-11,1285,Grocery,12,1266,14809.51,credit_card,Seattle,WA,57.0
1736,2024-10-19,1537,Electronics,2173,5,10564.47,paypal,Los Angeles,CA,76.0
1737,2024-07-03,2758,Electronics,3422,0,61596.00,credit_card,Phoenix,AZ,25.0
1738,2024-02-06,1276,Grocery,62,224,13803.22,credit_card,Seattle,WA,77.0
1739,2024-01-02,1794,Beauty,173,79,13633.90,credit_card,Los Angeles,CA,68.0
1740,2024-03-15,2397,Toys,129,90,11595.87,paypal,Chicago,IL,62.0
1741,2024-06-06,1481,Fashion,282,0,3384.00,debit_card,Chicago,IL,32.0
1742,2024-09-29,2948,Sports,412,0,5356.00,credit_card,Phoenix,AZ,31.0
1743,2024-06-15,2298,Sports,354,0,1416.00,credit_card,Los Angeles,CA,44.0
1744,2024-01-09,1056,Beauty,135,0,675.00,credit_card,Los Angeles,CA,29.0
1745,2024-03-17,1494,Sports,492,21,10302.27,paypal,Miami,FL,59.0
1746,2024-12-24,2480,Electronics,1169,12,14165.48,credit_card,Miami,FL,65.0
1747,2024-12-27,2726,Toys,1368,0,25992.00,cash,Denver,CO,48.0
1748,2024-05-18,2853,Beauty,178,82,14524.39,paypal,Boston,MA,61.0
1749,2024-10-21,2702,Fashion,563,0,1126.00,credit_card,Phoenix,AZ,
1750,2024-09-20,1149,Electronics,924,12,10639.15,paypal,Denver,CO,75.0
1751,2024-12-06,2459,Electronics,915,16,14239.14,debit_card,Denver,CO,61.0
1752,2024-11-20,1220,Beauty,63,0,945.00,debit_card,Los Angeles,CA,32.0
1753,2024-08-18,1153,Sports,174,0,696.00,credit_card,Chicago,IL,26.0
1754,2024-05-24,2383,Sports,233,61,14166.12,paypal,San Francisco,CA,77.0
1755,2024-08-17,1956,Grocery,113,114,12885.11,credit_card,San Francisco,CA,66.0
1756,2024-04-26,2295,Electronics,3467,4,13917.66,paypal,San Francisco,CA,71.0
1757,2024-05-07,2702,Home,132,0,1056.00,credit_card,Phoenix,AZ,44.0
1758,2024-08-10,1137,Beauty,157,0,3140.00,credit_card,San Francisco,CA,27.0
1759,2024-07-28,2055,Sports,205,50,10197.39,cash,Boston,MA,55.0
1760,2024-07-31,2668,Electronics,1186,11,12480.88,credit_card,Boston,MA,58.0
1761,2024-05-20,1880,Toys,722,0,5054.00,credit_card,Miami,FL,31.0
1762,2024-05-29,2046,Electronics,1025,0,13325.00,paypal,Los Angeles,CA,
1763,2024-01-04,1995,Beauty,235,0,2115.00,credit_card,Boston,MA,44.0
1764,2024-08-08,2814,Beauty,783,0,7047.00,paypal,San Francisco,CA,34.0
1765,2024-07-29,1099,Beauty,352,42,14834.96,paypal,San Francisco,CA,69.0
1766,2024-12-08,2755,Sports,333,0,5994.00,credit_card,Seattle,WA,48.0
1767,2024-07-03,2632,Home,624,22,13876.80,debit_card,New York,NY,76.0
1768,2024-06-20,2625,Grocery,458,0,4580.00,cash,Boston,MA,18.0
1769,2024-01-25,1824,Sports,855,13,11340.67,paypal,Los Angeles,CA,77.0
1770,2024-03-13,2031,Toys,461,28,13117.66,credit_card,Los Angeles,CA,59.0
1771,2024-05-03,1737,Electronics,491,23,11062.75,debit_card,New York,NY,62.0
1772,2024-05-18,1503,Toys,351,0,3510.00,debit_card,Chicago,IL,36.0
1773,2024-05-12,2750,Toys,278,0,3614.00,credit_card,Phoenix,AZ,22.0
